,1_org_3.png,1_org_0.png,2_org_5.png,2_org_4.png,2_org_3.png,2_org_2.png,2_org_1.png,2_org_0.png,1_sim_8.png,1_sim_9.png,1_sim_7.png,1_sim_6.png,1_sim_5.png,1_sim_3.png,1_sim_4.png,1_sim_2.png,1_sim_1.png,1_sim_0.png,1_org_10.png,1_org_9.png,1_org_8.png,1_org_7.png,1_org_5.png,1_org_6.png,1_org_4.png,1_org_2.png,1_org_1.png,3_sim_0.png,3_org_5.png,3_org_4.png,3_org_3.png,3_org_2.png,3_org_1.png,3_org_0.png,2_sim_10.png,2_sim_9.png,2_sim_8.png,2_sim_7.png,2_sim_6.png,2_sim_5.png,2_sim_4.png,2_sim_3.png,2_sim_2.png,2_sim_1.png,2_sim_0.png,2_org_9.png,2_org_8.png,2_org_7.png,2_org_6.png,4_sim_1.png,4_sim_0.png,4_org_9.png,4_org_10.png,4_org_7.png,4_org_8.png,4_org_6.png,4_org_5.png,4_org_4.png,4_org_2.png,4_org_3.png,4_org_1.png,4_org_0.png,3_sim_11.png,3_sim_10.png,3_sim_9.png,3_sim_8.png,3_sim_7.png,3_sim_6.png,3_sim_5.png,3_sim_4.png,3_sim_3.png,3_sim_2.png,3_sim_1.png,5_sim_3.png,5_sim_2.png,5_sim_0.png,5_sim_1.png,5_org_8.png,5_org_6.png,5_org_5.png,5_org_7.png,5_org_4.png,5_org_3.png,5_org_2.png,5_org_1.png,5_org_0.png,4_sim_11.png,4_sim_10.png,4_sim_9.png,4_sim_7.png,4_sim_6.png,4_sim_8.png,4_sim_5.png,4_sim_4.png,4_sim_3.png,4_sim_2.png,6_sim_7.png,6_sim_6.png,6_sim_5.png,6_sim_4.png,6_sim_2.png,6_sim_3.png,6_sim_1.png,6_sim_0.png,6_org_6.png,6_org_5.png,6_org_4.png,6_org_3.png,6_org_2.png,6_org_1.png,6_org_0.png,5_sim_7.png,5_sim_8.png,5_sim_6.png,5_sim_5.png,5_sim_4.png,7_sim_7.png,7_sim_6.png,7_sim_5.png,7_sim_4.png,7_sim_3.png,7_sim_2.png,7_sim_1.png,7_sim_0.png,7_org_11.png,7_org_10.png,7_org_9.png,7_org_8.png,7_org_7.png,7_org_5.png,7_org_6.png,7_org_4.png,7_org_2.png,7_org_3.png,7_org_1.png,7_org_0.png,6_sim_10.png,6_sim_9.png,6_sim_8.png,7_sim_9.png,7_sim_8.png
2_sim_7,0.92590046,0.92691356,0.9037741,0.91685617,0.93916416,0.90617377,0.94583976,0.9146323000000000,0.900386,0.85147464,0.899065,0.8753756000000000,0.91794693,0.88974714,0.8872639000000000,0.88954866,0.91630447,0.8771595,0.89519393,0.88872397,0.9067686000000000,0.9075173000000000,0.90868855,0.90704656,0.9294637000000000,0.9170977000000000,0.9110866,0.7461825,0.88658786,0.89572865,0.89137375,0.91741425,0.88560534,0.89816123,0.9285759,0.9205942000000000,0.9587574000000000,1.0,0.9299927,0.9321785,0.92856836,0.9137831,0.91588765,0.9195684000000000,0.9487889000000000,0.9373431000000000,0.9522648000000000,0.95057887,0.95356613,0.9363613000000000,0.92732,0.91083765,0.89985234,0.91367155,0.9084630000000000,0.8803396000000000,0.8552917,0.93143487,0.91965324,0.90653145,0.9072354000000000,0.85092854,0.91536295,0.8976569,0.8934046,0.9101814,0.9165205,0.90552294,0.9171870000000000,0.8994056,0.92114997,0.9315591000000000,0.82834005,0.9478649000000000,0.94904053,0.9360126,0.9367337,0.87811863,0.89729995,0.8906223,0.8724184000000000,0.86626565,0.8583046,0.8963476,0.86775994,0.82493377,0.9271208000000000,0.9178691000000000,0.9527317,0.94042975,0.9351313,0.94693726,0.93447196,0.9505130000000000,0.9413593000000000,0.9242048,0.8987582000000000,0.85203373,0.8995383,0.93062055,0.910125,0.9074689,0.92682314,0.8783038000000000,0.92867374,0.9547651,0.93357277,0.9173945,0.9268373,0.94491404,0.95134336,0.9514476000000000,0.9344578000000000,0.94281995,0.94101644,0.9328724,0.9252519,0.90451264,0.93761766,0.95075727,0.92659646,0.93449163,0.95114505,0.9203932000000000,0.9068198000000000,0.92405266,0.94628334,0.9347825000000000,0.9385655,0.9405025,0.93026686,0.93201554,0.942019,0.9223600000000000,0.92144644,0.86797637,0.90654355,0.9015009,0.92629945,0.9270545,0.9177748
2_sim_6,0.93322796,0.91706496,0.8869407000000000,0.90432924,0.94294775,0.88651574,0.9239968000000000,0.92895144,0.85071576,0.7440269,0.83784485,0.79806274,0.8555728000000000,0.8209404,0.8422756000000000,0.82305515,0.84147644,0.755368,0.8698304,0.90856075,0.86065364,0.84508556,0.91932166,0.9318186000000000,0.9069407000000000,0.92503345,0.90501595,0.63741803,0.88990843,0.9256977000000000,0.92272615,0.9028486000000000,0.9049221,0.90255857,0.960426,0.95822704,0.8926879000000000,0.9299927,0.99999976,0.9679346,0.9646207,0.98277515,0.9605388000000000,0.95742536,0.94412625,0.94626,0.9439531000000000,0.8884706,0.92489547,0.87867486,0.8583227000000000,0.8936856,0.88436776,0.9273428,0.9318856,0.8978301,0.7903589,0.90661883,0.9249381,0.91222584,0.9196257,0.7883103,0.8974507000000000,0.92706704,0.9210174000000000,0.92215025,0.89214045,0.9440815,0.87676597,0.8326415,0.9265485000000000,0.92519057,0.7701024000000000,0.92849636,0.9247906000000000,0.90799284,0.95512307,0.87799215,0.9124136,0.91955364,0.8812054,0.8768897000000000,0.87679803,0.921214,0.88566136,0.8026574000000000,0.9305507,0.9492405,0.93165237,0.93737763,0.8979020000000000,0.8833283000000000,0.9207767,0.8809893,0.9395342000000000,0.88000643,0.9277831,0.89766836,0.9296743000000000,0.90813124,0.8940606,0.9057065000000000,0.92068005,0.88224936,0.90587974,0.9082948000000000,0.8783350000000000,0.8699055,0.8778251,0.8939738000000000,0.91889125,0.93973684,0.9130509,0.9351672000000000,0.9230168,0.93767107,0.93469393,0.92417324,0.9572128000000000,0.9399198000000000,0.90767336,0.9625422000000000,0.9453343000000000,0.89535105,0.9042361000000000,0.9513223,0.95989794,0.9354793,0.9401847,0.9331698,0.93827844,0.9442797000000000,0.94097614,0.94334936,0.9181984000000000,0.8511414,0.91525054,0.9114034,0.91407853,0.93841076,0.95591545
2_sim_5,0.92483985,0.8999953000000000,0.880743,0.93423384,0.9623743,0.86735344,0.9163408000000000,0.93674153,0.8382167000000000,0.76910734,0.83028233,0.80592775,0.8697642,0.8332863000000000,0.87105393,0.82949406,0.8717493000000000,0.77711225,0.88634914,0.9204999000000000,0.8664157000000000,0.8512151,0.9239998000000000,0.91704696,0.8937222,0.9194727000000000,0.8841891,0.6278448,0.8702648000000000,0.89343524,0.8918596,0.8801657000000000,0.894899,0.89116484,0.930961,0.95741725,0.9044678000000000,0.9321785,0.9679346,0.9999999000000000,0.9747597,0.97088563,0.9790683000000000,0.9714378,0.95240366,0.9606269000000000,0.95252675,0.8825713,0.9292481,0.91156054,0.87647676,0.886034,0.86673224,0.91633475,0.925811,0.8601599,0.7740584,0.88869107,0.9186193000000000,0.9053556,0.9173845000000000,0.8045801000000000,0.8977854,0.93500733,0.8948386,0.9004237000000000,0.87882155,0.92919576,0.8595093,0.8300721,0.91121805,0.91113216,0.76345456,0.92928296,0.9233845000000000,0.8864689,0.94906455,0.8898988000000000,0.9021845,0.8991028,0.8903835000000000,0.8851943000000000,0.8763581,0.91941357,0.8996569,0.8166567000000000,0.94215226,0.9488437,0.9445680000000000,0.9517139000000000,0.92539954,0.9078602000000000,0.94384855,0.90778095,0.95940626,0.91178274,0.88745505,0.85837305,0.9041171,0.90344346,0.8791032,0.9051012000000000,0.8981401,0.8651906000000000,0.8934084000000000,0.9037859,0.8774382,0.86970043,0.8690642,0.8831749,0.92352515,0.9480534000000000,0.91321564,0.94366896,0.9311191000000000,0.9293963,0.9233308000000000,0.9030173,0.9443802,0.9377272000000000,0.90528953,0.9560342000000000,0.93839324,0.8758391,0.90994704,0.95259875,0.9659493,0.94377255,0.939809,0.9260971,0.9351259,0.9428085000000000,0.94337815,0.95165116,0.91957426,0.8575609000000000,0.9076587000000000,0.89917254,0.9024858,0.9353186,0.92119074
2_sim_4,0.92170674,0.91151595,0.8714272,0.9258115,0.94295394,0.8678659,0.9169161,0.92319846,0.86788654,0.7600037,0.829417,0.81466496,0.8634210000000000,0.8477067000000000,0.8692280000000000,0.8230150000000000,0.86798275,0.7581191000000000,0.8636845,0.90645266,0.8537227,0.8275017,0.91576415,0.90421844,0.8972713,0.9242143,0.8838991,0.6029235,0.85740787,0.8929382,0.89133275,0.87347925,0.88918865,0.8751306000000000,0.9286388000000000,0.953211,0.90019846,0.92856836,0.9646207,0.9747597,0.9999999000000000,0.9621633000000000,0.9790980000000000,0.9820913,0.9478135,0.9424987000000000,0.9544195,0.8840645,0.9219672000000000,0.88990974,0.8650389,0.87104285,0.8664284,0.9069786,0.91913044,0.8554867,0.78157437,0.899043,0.9169928000000000,0.89733493,0.89997935,0.78460413,0.87709856,0.9302305000000000,0.8994558000000000,0.9004439000000000,0.8719684000000000,0.91615105,0.86414313,0.8212118,0.89494276,0.905069,0.73619056,0.93912053,0.9325952,0.9095704,0.9574997,0.87026864,0.88622826,0.8865166000000000,0.8802467000000000,0.87047803,0.8687486000000000,0.9082184000000000,0.8868665000000000,0.8068384,0.93367565,0.9537443000000000,0.9424013000000000,0.9424627,0.91929245,0.89635825,0.93594986,0.89144146,0.9550301,0.9020506000000000,0.8951030000000000,0.8649186,0.9030236000000000,0.9015854,0.8873575,0.9048874,0.9106872000000000,0.8631110000000000,0.89098877,0.90098995,0.8768621000000000,0.8708352000000000,0.86665654,0.8911395000000000,0.90880555,0.9563824000000000,0.92309844,0.9561133000000000,0.9285676000000000,0.95196384,0.9265846,0.919219,0.95313966,0.9394304,0.9068072,0.9692651,0.9332450000000000,0.874558,0.897034,0.9337317000000000,0.96713513,0.9247891000000000,0.9272802,0.9198731,0.92380524,0.9350531000000000,0.94438154,0.9387629000000000,0.9135101000000000,0.8426223,0.90859604,0.8903111000000000,0.9016977000000000,0.9271871000000000,0.93377066
2_sim_3,0.92025024,0.8911859000000000,0.87064254,0.90416074,0.9365424000000000,0.86610526,0.91242176,0.929459,0.8406447,0.7428975,0.8281369000000000,0.8054491,0.85520256,0.8229569,0.8528748000000000,0.8239515,0.8375219,0.74178386,0.85829055,0.91490066,0.85520196,0.826578,0.9226228000000000,0.92462456,0.88558036,0.917948,0.8751795,0.611143,0.8637308000000000,0.9084135,0.9121739,0.8809315000000000,0.900898,0.8908519,0.9410282000000000,0.9552276,0.8728483,0.9137831,0.98277515,0.97088563,0.9621633000000000,0.99999976,0.9617443000000000,0.95754224,0.92799693,0.9313826,0.92667747,0.86002564,0.9070339,0.8765150000000000,0.84766936,0.8911222,0.87110615,0.9162450000000000,0.9268755,0.8868148000000000,0.7835964,0.9033778,0.90954375,0.90053844,0.91061974,0.78257287,0.8948157000000000,0.9320601000000000,0.9107075000000000,0.9139645000000000,0.86665696,0.9399401,0.8607379000000000,0.8016525,0.90969634,0.91007864,0.7410683000000000,0.9109082000000000,0.91295636,0.89186025,0.94573754,0.8622588,0.8971857,0.91043663,0.8736129000000000,0.8720654,0.86520445,0.9061568000000000,0.8758794,0.7821064,0.9181788000000000,0.93805474,0.9263847,0.93866146,0.8945286,0.86770964,0.91579396,0.8719828000000000,0.93469715,0.87709063,0.90664935,0.8604071,0.9075681000000000,0.8881519,0.87957966,0.8861318000000000,0.8963183000000000,0.87655866,0.8774394,0.8848592000000000,0.8512305,0.8401314000000000,0.85048246,0.86597943,0.89514315,0.9292970000000000,0.8842294000000000,0.92310727,0.90047807,0.9281992,0.9225756000000000,0.9143241,0.95535314,0.9240866,0.8969785,0.96059185,0.9282157,0.8735461000000000,0.89217,0.9456144000000000,0.95110905,0.9314747,0.9302436,0.9251993000000000,0.93539256,0.93381083,0.9367728000000000,0.9379864,0.90490985,0.8354055,0.90195835,0.9064431000000000,0.8992845000000000,0.9240948,0.9442972
2_sim_2,0.92451334,0.90227544,0.8541279,0.9171598,0.94546616,0.85016966,0.89335954,0.9211402,0.8411932000000000,0.7380698,0.80324614,0.78682476,0.8535031,0.80718774,0.8535242000000000,0.80868196,0.8533491,0.74081767,0.8807826000000000,0.93062735,0.8533333000000000,0.82575667,0.9218159000000000,0.91352034,0.8909463,0.9324691000000000,0.8877153,0.58140075,0.86244,0.9018404000000000,0.8947673,0.8724983000000000,0.9022198,0.89140487,0.91533995,0.9464128,0.9009559000000000,0.91588765,0.9605388000000000,0.9790683000000000,0.9790980000000000,0.9617443000000000,1.0000001,0.97561485,0.9409286,0.9526163000000000,0.9414928,0.8582501,0.9113574000000000,0.8873097,0.86264724,0.8662331,0.8558821,0.9033826000000000,0.91388893,0.8435161,0.7453674,0.8732547000000000,0.9133655,0.89470303,0.90329856,0.78217155,0.86899567,0.93827707,0.90347946,0.9027993000000000,0.8568164,0.92440844,0.84068584,0.8021015,0.9030988000000000,0.89846957,0.7278302,0.92734194,0.9197296,0.8915055000000000,0.9583729,0.86631334,0.878229,0.8827958,0.87629926,0.8663007000000000,0.86301166,0.9097101000000000,0.88465166,0.80497813,0.9414313,0.96944857,0.9468858,0.9486489000000000,0.91633487,0.89691794,0.92391104,0.88977844,0.96050185,0.8993641,0.8666235000000000,0.8473618,0.8800893,0.8789327000000000,0.8613962,0.90456927,0.880267,0.83677495,0.87795174,0.8866924,0.8563411,0.8518745000000000,0.85136443,0.86059684,0.8967582000000000,0.9573504,0.9160735000000000,0.944608,0.92465234,0.938441,0.9176636,0.8984592000000000,0.9320183000000000,0.928679,0.88872576,0.9517151,0.9206592000000000,0.8440833000000000,0.89500844,0.93946195,0.9575492,0.92310584,0.92482734,0.91306436,0.9211296,0.92680585,0.9362314,0.94223136,0.9085779,0.83411,0.897177,0.88251203,0.8783692,0.923125,0.91957426
2_sim_1,0.9115739000000000,0.9002870000000000,0.8734734000000000,0.93367577,0.935875,0.85817266,0.9172366,0.93618715,0.85248715,0.75801885,0.82939994,0.81353235,0.8561051,0.8424536,0.8642807000000000,0.8247866,0.8699888000000000,0.76062256,0.8794700000000000,0.9036951000000000,0.8500846,0.8382281000000000,0.91273725,0.90239763,0.8795774,0.9093071,0.8574741,0.59205365,0.8480705,0.87450063,0.8823328000000000,0.8578287,0.8672850000000000,0.86174035,0.91994935,0.935508,0.88986343,0.9195684000000000,0.95742536,0.9714378,0.9820913,0.95754224,0.97561485,1.0000002000000000,0.9421198000000000,0.94395506,0.94357586,0.8756430000000000,0.9093708,0.89702487,0.87157035,0.89032847,0.8822899,0.9154909,0.9289565000000000,0.8622035,0.7845973,0.8946666,0.92241967,0.9066148,0.90564346,0.8016093000000000,0.8752831,0.9173955,0.87868285,0.8795939,0.8699639000000000,0.9143858,0.8488144,0.8151705,0.8907378,0.8973306000000000,0.7228972,0.9412515000000000,0.93082124,0.9033604,0.9578716,0.88926566,0.9075564,0.89740795,0.903135,0.89862543,0.90422344,0.9226911,0.9077765,0.8286176,0.91649747,0.9386391,0.9443020000000000,0.9385726000000000,0.9248747000000000,0.9027191000000000,0.9310913000000000,0.8988372000000000,0.9535934000000000,0.9122852000000000,0.8847826000000000,0.8496294,0.8947835,0.8973478000000000,0.88551444,0.9067093,0.89790106,0.852384,0.88438916,0.89015096,0.8752394,0.8592982,0.8614634,0.8797884,0.9012413,0.9554136000000000,0.9216149000000000,0.9568788,0.93461716,0.9485346,0.909925,0.89968354,0.9384006000000000,0.9387536,0.89289427,0.95315033,0.9314836,0.8733676000000000,0.90929246,0.9337261,0.9688758,0.9331165000000000,0.93158877,0.92761093,0.92262363,0.9452038,0.94486046,0.9320774,0.9233117000000000,0.8582438,0.8989294,0.8784596,0.8922783000000000,0.9228828000000000,0.9263797000000000
2_sim_0,0.92255414,0.938048,0.8915322,0.9280555,0.94109994,0.9057150000000000,0.93954563,0.9286775000000000,0.8594935000000000,0.8091893,0.8453763000000000,0.82063437,0.85642123,0.846416,0.8362040000000000,0.8181461,0.8637716000000000,0.8101207000000000,0.8794776,0.8918598,0.86311424,0.8796941000000000,0.9019029000000000,0.90016925,0.91788954,0.92373663,0.9111923000000000,0.72244453,0.9080374,0.9139627,0.88907266,0.8837908000000000,0.8769872,0.87811255,0.93886566,0.92999923,0.93488467,0.9487889000000000,0.94412625,0.95240366,0.9478135,0.92799693,0.9409286,0.9421198000000000,1.0000001,0.9548073,0.9509418,0.9231591,0.94913393,0.9049339,0.8836939,0.88595104,0.88701063,0.8815241,0.8973539,0.8639202000000000,0.7920214,0.89474136,0.9068597000000000,0.88516474,0.8965684000000000,0.83120847,0.8944394,0.9019332,0.8989520000000000,0.90823805,0.9270035,0.90688884,0.87325025,0.8795312,0.92973375,0.9121586000000000,0.8183718000000000,0.94160885,0.92768395,0.93921393,0.93980503,0.89421624,0.89794993,0.89241993,0.8782269,0.86558706,0.8716913000000000,0.90847427,0.87841105,0.8594552,0.93456775,0.941048,0.93674374,0.9218869000000000,0.90721905,0.93375957,0.91862047,0.90498674,0.93654656,0.8928709,0.87791324,0.86257696,0.90120214,0.9288267,0.90304124,0.92472017,0.93270195,0.85578513,0.92814094,0.92548263,0.9288462,0.9143918,0.91602236,0.9098402,0.9222704000000000,0.9560431,0.9511254000000000,0.95730287,0.9522405,0.937477,0.93293154,0.8942795,0.92900777,0.9557731000000000,0.9034507000000000,0.9367109,0.9417724000000000,0.90351605,0.9137430000000000,0.9156120000000000,0.94919,0.9247221,0.92439127,0.9102323,0.9038478000000000,0.9412683000000000,0.9170054,0.9129288000000000,0.9226210000000000,0.8865838000000000,0.9024313,0.88144684,0.9098039000000000,0.9400451000000000,0.93022704
2_org_9,0.9238237000000000,0.9193472000000000,0.89927876,0.9307556,0.9586909,0.89459676,0.92657375,0.9336076000000000,0.8521975,0.7809995,0.8412135000000000,0.802782,0.86751646,0.83559316,0.86347973,0.8274965,0.8804687,0.79833925,0.9033464,0.9078525,0.8630700000000000,0.87314165,0.9131819,0.91142917,0.89685196,0.91398066,0.88874537,0.64296365,0.88861287,0.888993,0.8773288,0.8629239,0.87338996,0.88267326,0.9312901,0.9105889000000000,0.9042672000000000,0.9373431000000000,0.94626,0.9606269000000000,0.9424987000000000,0.9313826,0.9526163000000000,0.94395506,0.9548073,0.99999964,0.9606652,0.9035602000000000,0.9465927,0.8939449,0.87503463,0.8799465,0.8757881,0.8939523000000000,0.8971320000000000,0.8616626000000000,0.7796905,0.87856686,0.90570843,0.8855015000000000,0.8972968000000000,0.81387216,0.89335537,0.905273,0.885388,0.89613986,0.90280426,0.91629696,0.85060894,0.8541703000000000,0.9278294,0.90920615,0.7641609,0.928035,0.91741335,0.90559095,0.94594294,0.89798033,0.8961066000000000,0.88522077,0.87465125,0.8695202,0.8774781000000000,0.91361934,0.8852055,0.84804726,0.95400035,0.9509232,0.9451008,0.93515253,0.9140235000000000,0.91694486,0.9184923,0.9105988000000000,0.9456345000000000,0.8986201000000000,0.8653657000000000,0.84416807,0.89109886,0.9165043000000000,0.88333094,0.92701566,0.9059113000000000,0.85767615,0.93615794,0.92209613,0.9083026,0.9097205,0.89689726,0.90072393,0.93521357,0.95153105,0.9389105,0.9411404000000000,0.9328904,0.92757475,0.91353655,0.87696624,0.9173622000000000,0.93618447,0.87615776,0.9272082,0.9260731,0.88294184,0.90969944,0.92291355,0.9575293000000000,0.9324474,0.92590135,0.90966094,0.9092183,0.92474234,0.9196741,0.91571605,0.9095489,0.8580437,0.91965806,0.8951039000000000,0.89944816,0.94380224,0.9162986000000000
2_org_8,0.9286782000000000,0.91747856,0.9299649,0.95504224,0.97700906,0.9064621000000000,0.9529089,0.94778657,0.8835857,0.81669956,0.88443947,0.8538538,0.9113402,0.90112853,0.8987973,0.8711554,0.92373216,0.85128015,0.8797051000000000,0.907675,0.89852715,0.8857578000000000,0.9225567000000000,0.9018408000000000,0.9141754000000000,0.91756606,0.8942153,0.6749407,0.86436844,0.8901257000000000,0.87150526,0.87871826,0.8813298,0.8748206000000000,0.9156545,0.93794847,0.92973816,0.9522648000000000,0.9439531000000000,0.95252675,0.9544195,0.92667747,0.9414928,0.94357586,0.9509418,0.9606652,1.0000001,0.94580704,0.96292424,0.91303027,0.9002632000000000,0.89105296,0.881683,0.9048718000000000,0.91105276,0.886491,0.84727645,0.9178438,0.91181576,0.90261316,0.91674083,0.846231,0.8944711,0.9066725,0.88149726,0.8920261,0.8940686,0.9038634,0.8863990000000000,0.8575506000000000,0.89313555,0.90707177,0.7639142,0.9404156000000000,0.94350564,0.92270327,0.9406352000000000,0.89371526,0.8994838,0.89558005,0.8983711,0.89153594,0.8734720000000000,0.91883266,0.89579093,0.84214187,0.9188416000000000,0.9317794,0.95224357,0.9440575000000000,0.9386165000000000,0.9259428,0.937565,0.9326637000000000,0.94697297,0.927529,0.890342,0.8620423,0.91159374,0.9350954,0.9085110000000000,0.91574526,0.937652,0.8815870000000000,0.9201035,0.9493555,0.9222581,0.90996146,0.9135703000000000,0.94093114,0.9436512000000000,0.95320547,0.9196972,0.96029055,0.9329649,0.93670094,0.9287144,0.8965554,0.9464544,0.94460875,0.90577626,0.94516826,0.9325916,0.8857448,0.8899637000000000,0.93059313,0.9597281000000000,0.94374716,0.941414,0.9303094000000000,0.9235444000000000,0.9396583000000000,0.9325837000000000,0.9207016,0.9114413,0.8664054,0.90059716,0.89766574,0.93233037,0.9241255000000000,0.9230876
2_org_7,0.88880575,0.9034867,0.9102334000000000,0.91691804,0.92523396,0.9158231,0.95091057,0.9095967000000000,0.89744717,0.85995376,0.91052413,0.88384855,0.90023804,0.9106177,0.8597391,0.872976,0.9153693000000000,0.8992896,0.84688747,0.8322269,0.8767783000000000,0.8932807000000000,0.8713620000000000,0.8492351,0.90489215,0.8737028,0.8810322,0.7846153,0.8585043,0.85918736,0.8477999000000000,0.8740741,0.834181,0.8524046000000000,0.8973408000000000,0.8889493,0.93566036,0.95057887,0.8884706,0.8825713,0.8840645,0.86002564,0.8582501,0.8756430000000000,0.9231591,0.9035602000000000,0.94580704,1.0000002000000000,0.9505259,0.9149183000000000,0.9273974,0.8698882,0.86084193,0.85478806,0.85908276,0.8597799,0.8747535,0.90643954,0.8589588,0.85622776,0.86326313,0.8405528,0.88249123,0.83685374,0.83958805,0.8515241,0.9100407000000000,0.85059285,0.9078524000000000,0.8960526,0.87590086,0.89092183,0.81498003,0.92418426,0.92806846,0.9310598,0.88737726,0.86957365,0.8899841000000000,0.8860980000000000,0.8558600000000000,0.8565827000000000,0.8332259,0.8781178,0.84975386,0.84186035,0.87069905,0.86604714,0.9190334000000000,0.90071666,0.91077447,0.93570733,0.90495014,0.93322563,0.89435893,0.9058745,0.8625848,0.8184539000000000,0.8801919,0.93366075,0.92582387,0.89369017,0.93940854,0.88881826,0.92439514,0.94382584,0.9337397,0.91925836,0.9410572,0.9558970000000000,0.9363487000000000,0.9109624,0.9102244,0.920557,0.9066661,0.88887244,0.91231734,0.88755894,0.915049,0.9293731,0.9150187,0.89647734,0.9196558000000000,0.90271366,0.89941263,0.8953146000000000,0.9215721,0.90282226,0.9256701000000000,0.9240149,0.90409124,0.9264296000000000,0.9094487000000000,0.88135743,0.9170263000000000,0.89075255,0.8855102000000000,0.86993307,0.9235109,0.885977,0.89187044
2_org_6,0.93227166,0.91136545,0.9306613000000000,0.9331407000000000,0.9572355000000000,0.9364823,0.9499873,0.932135,0.9089749,0.85728705,0.91046035,0.88399374,0.92341757,0.9036626,0.88328487,0.89215916,0.91570145,0.8602953000000000,0.8797865,0.8891771,0.9082749,0.9116700000000000,0.91557574,0.8957789,0.93620634,0.92120516,0.91361153,0.72822046,0.89699054,0.8988648000000000,0.8783238000000000,0.8877932000000000,0.8862976,0.89147085,0.92403483,0.9212192000000000,0.9388557000000000,0.95356613,0.92489547,0.9292481,0.9219672000000000,0.9070339,0.9113574000000000,0.9093708,0.94913393,0.9465927,0.96292424,0.9505259,0.9999999000000000,0.9062216000000000,0.90245116,0.8727083000000000,0.8568525,0.88142824,0.8750942000000000,0.8659116,0.84197557,0.9114106,0.87988997,0.8740071,0.89058906,0.82283276,0.92003417,0.89011145,0.8860314,0.9073210000000000,0.9240625,0.906283,0.91453916,0.8992846,0.9177722000000000,0.92732626,0.8328488000000000,0.91643393,0.9278883,0.9221618,0.9064499,0.87290514,0.8849579,0.89128876,0.8490702000000000,0.8501798,0.82651544,0.88591075,0.8521951000000000,0.8369973000000000,0.9230244000000000,0.91241074,0.9342971,0.9251374,0.9121513000000000,0.9272566000000000,0.9163565,0.9258913000000000,0.9136367,0.8967955,0.8744982,0.8286019,0.9025014000000000,0.9395788,0.91180795,0.91406995,0.93742585,0.8928609000000000,0.93826485,0.94291234,0.9286567000000000,0.92632926,0.9264648000000000,0.937328,0.93643486,0.9335108,0.9193878000000000,0.9255856,0.90981346,0.8944787000000000,0.94231796,0.9166001,0.9347130000000000,0.93863004,0.92332906,0.9294710000000000,0.92977357,0.90775645,0.9165933,0.9354539000000000,0.9516552000000000,0.94545996,0.9507052000000000,0.92229724,0.9323392,0.931285,0.9303868000000000,0.9281086,0.9112015000000000,0.87162775,0.9052733000000000,0.89923763,0.9299898000000000,0.93245775,0.923795
4_sim_1,0.88530135,0.86001587,0.86425024,0.9288995000000000,0.9198108,0.8536039000000000,0.91279554,0.9067998000000000,0.8569516000000000,0.84890664,0.86725485,0.8643093000000000,0.8929682000000000,0.8674441000000000,0.87280047,0.8687339,0.9143705,0.8925054,0.88891304,0.86307585,0.8948810000000000,0.90171266,0.88788056,0.86902547,0.8754272000000000,0.8755976000000000,0.8470838000000000,0.7513155,0.8292192000000000,0.83525634,0.8418772000000000,0.8707193000000000,0.8524376,0.8785137000000000,0.8841047000000000,0.90817547,0.93314874,0.9363613000000000,0.87867486,0.91156054,0.88990974,0.8765150000000000,0.8873097,0.89702487,0.9049339,0.8939449,0.91303027,0.9149183000000000,0.9062216000000000,0.99999976,0.9598851,0.8888692000000000,0.86751103,0.87494797,0.8830876,0.8301141,0.8441348,0.8913021000000000,0.8806797000000000,0.88022554,0.8894396000000000,0.8768245000000000,0.89092517,0.87625766,0.83932745,0.8464085000000000,0.8627423000000000,0.8643150000000000,0.8765892,0.86223185,0.8821710000000000,0.87498844,0.8041551000000000,0.9172518,0.91483784,0.87578803,0.8912189,0.88361824,0.8881507,0.88610876,0.87958467,0.88030076,0.84879565,0.88113046,0.8720073,0.8230811,0.8891317000000000,0.87788475,0.9387019,0.94443154,0.96701896,0.9620488000000000,0.96650267,0.9745225000000000,0.9391730000000000,0.9719504000000000,0.84458864,0.7901674,0.85715234,0.89276904,0.89230096,0.878376,0.88433063,0.85501623,0.88364446,0.9107183000000000,0.89601815,0.8720842000000000,0.89591444,0.9013658000000000,0.91854393,0.9135704,0.89121807,0.9090489000000000,0.9124432000000000,0.88036853,0.8916304,0.8774823,0.896069,0.91408515,0.92199063,0.9054883,0.925191,0.87729084,0.9128630000000000,0.9017451,0.9120137000000000,0.9198549000000000,0.91815126,0.92409635,0.90833664,0.92389476,0.9109781000000000,0.91133565,0.922359,0.88289165,0.87710357,0.86012805,0.8935232,0.9001266,0.86303496
