,1_org_0,1_org_1,1_org_2,1_org_3,1_org_4,1_org_5,1_org_6,1_org_7,1_org_8,1_org_9,1_org_10,1_sim_0,1_sim_1,1_sim_2,1_sim_3,1_sim_4,1_sim_5,1_sim_6,1_sim_7,1_sim_8,1_sim_9,2_org_0,2_org_1,2_org_2,2_org_3,2_org_4,2_org_5,2_org_6,2_org_7,2_org_8,2_org_9,2_sim_0,2_sim_1,2_sim_2,2_sim_3,2_sim_4,2_sim_5,2_sim_6,2_sim_7,2_sim_8,2_sim_9,2_sim_10,3_org_0,3_org_1,3_org_2,3_org_3,3_org_4,3_org_5,3_sim_0,3_sim_1,3_sim_2,3_sim_3,3_sim_4,3_sim_5,3_sim_6,3_sim_7,3_sim_8,3_sim_9,3_sim_10,3_sim_11,4_org_0,4_org_1,4_org_2,4_org_3,4_org_4,4_org_5,4_org_6,4_org_7,4_org_8,4_org_9,4_org_10,4_sim_0,4_sim_1,4_sim_2,4_sim_3,4_sim_4,4_sim_5,4_sim_6,4_sim_7,4_sim_8,4_sim_9,4_sim_10,4_sim_11,5_org_0,5_org_1,5_org_2,5_org_3,5_org_4,5_org_5,5_org_6,5_org_7,5_org_8,5_sim_0,5_sim_1,5_sim_2,5_sim_3,5_sim_4,5_sim_5,5_sim_6,5_sim_7,5_sim_8,6_org_0,6_org_1,6_org_2,6_org_3,6_org_4,6_org_5,6_org_6,6_sim_0,6_sim_1,6_sim_2,6_sim_3,6_sim_4,6_sim_5,6_sim_6,6_sim_7,6_sim_8,6_sim_9,6_sim_10,7_org_0,7_org_1,7_org_2,7_org_3,7_org_4,7_org_5,7_org_6,7_org_7,7_org_8,7_org_9,7_org_10,7_org_11,7_sim_0,7_sim_1,7_sim_2,7_sim_3,7_sim_4,7_sim_5,7_sim_6,7_sim_7,7_sim_8,7_sim_9
1_org_0,1.0000000000000004,0.9233872458749811,0.905081919600901,0.8994703147569887,0.917095942004547,0.9012967264119462,0.8885168637650477,0.797569764046374,0.8711074577150957,0.8878784897627623,0.8714142116250996,0.84562847414028,0.9125743083856951,0.9084333733663447,0.9168958633878285,0.9145919723327738,0.9203876711538616,0.8901436318096949,0.9129137394647325,0.931025409973445,0.7376954713547025,0.9129804112958083,0.8868972842161654,0.8828670273947603,0.8964042597356134,0.9071926282957015,0.9196357906768273,0.9178747003073664,0.8988406070825801,0.9106434889202054,0.900103076239806,0.9348497014922935,0.9228808637143384,0.9290647811265054,0.9184579219252568,0.930919357865734,0.931556330736312,0.9228012472205036,0.9317757166427784,0.9098367666913957,0.9095659052240044,0.9192591500501279,0.82094817676477,0.801542082598136,0.8173989936678747,0.8188151863839913,0.7804159688068195,0.7408898347381859,0.5867932986224803,0.7327526869570369,0.8458716997108314,0.7895131382594273,0.7455846445771916,0.8504546772707093,0.8438963665726055,0.8044925994578526,0.8244756902482245,0.8368559978109241,0.853515107530792,0.8172275800841429,0.8397125301702663,0.9411030711768626,0.9396263101740775,0.9431400789460573,0.9470776078046191,0.8936194995158216,0.9430815037024207,0.9525097192895903,0.9540299857538347,0.9361810835033605,0.9235974954924823,0.9024792558692427,0.9029553946486402,0.9156647054864053,0.9402530781186612,0.9397779955605389,0.9134134176098733,0.9266531082036653,0.9352003892111956,0.9343531137457337,0.9544608397338602,0.9188504031905006,0.9246696849251392,0.38179470826898293,0.8732687371875091,0.8849710555747311,0.8341921791446139,0.8706273293609367,0.8970053252653891,0.9112248131819999,0.8813009033280719,0.8415349773806557,0.8895631287116479,0.9188087395871288,0.9254122669814178,0.9165508557881871,0.9257728897115153,0.923429743307372,0.9411598752607526,0.9249028292579556,0.9387486550384768,0.9446393413773317,0.9316847944645366,0.9181147729614698,0.9293076717236902,0.9482886243336404,0.9329542790709435,0.8882921338213698,0.8973319830193056,0.9202315228993959,0.9142408041348328,0.9084503870858447,0.9023346561651694,0.9074521451523149,0.9049977027217715,0.9137257752339805,0.9263260406770335,0.9030596759620731,0.8922031818125453,0.8623364454167933,0.9418454110952219,0.9389075593482594,0.9147631953947407,0.9428142874333626,0.9568776499774261,0.9246047794222467,0.9202259386338316,0.9264468221596306,0.9270949123290955,0.9062067403469543,0.9049796264962995,0.933384291811046,0.9330864417622112,0.926958621797423,0.9309144251591825,0.9312973100388361,0.9308444593148477,0.9209087141212297,0.9058283315655314,0.916810881646888,0.9048590718583895
1_org_1,0.9233872458749811,1.0000000000000002,0.9741114200827641,0.9700348621648845,0.9884973708715752,0.9494771321527937,0.9596155301220773,0.928413027748024,0.9646468726727404,0.9554304697483164,0.9366142137369856,0.7894520435339849,0.8791920138616697,0.9362910615924326,0.8913256392354525,0.8856553015312947,0.9401844436010922,0.9158702341790098,0.9287631785168355,0.9556513695431985,0.8045971055592803,0.8701879489171256,0.8584459968978972,0.9552118421063597,0.882119510939544,0.8605564791345123,0.8845143729446384,0.9329008517152046,0.9240248777298856,0.8802674333372971,0.8790851075968902,0.9211735855148907,0.8771436198252203,0.9246038479848802,0.9333141520022799,0.9114671177533183,0.918867871558057,0.9340497095353751,0.9346058836710406,0.9428844658461792,0.9324334731655638,0.9515496749880152,0.9503783326859423,0.9425938354655838,0.9522912630562165,0.9539899105052181,0.9409106456836898,0.9168910928088219,0.7310793605176106,0.885038895005021,0.9696038250630484,0.9417172284063309,0.8803012289904304,0.9691953745862857,0.9689864536754471,0.9369978795787576,0.9660495972336464,0.9710698649574544,0.9708022932507366,0.9471124678935496,0.8350244795566993,0.8952274214078727,0.9072766786317192,0.9034614166541659,0.9137975217138509,0.8754253146579867,0.8919564926402,0.9229259577135326,0.8763152633003668,0.8353481935393064,0.8061096698123299,0.8630731170030147,0.8808384723558175,0.8733605083723404,0.9156517303418165,0.9143562581893704,0.9065108389057707,0.9032275524422652,0.9292160085933641,0.911743570311394,0.9501845429311648,0.9382697761910209,0.95214831211888,0.3378855297782002,0.7741006694543312,0.7925612501102535,0.7134587716812641,0.7614708442604039,0.8278475630973706,0.8393829104781391,0.7517124221355856,0.7451667065805478,0.7962771127182137,0.8088438574641251,0.8516980132361816,0.8123889793158706,0.822480541469898,0.8267534338327037,0.8264576167015852,0.8497873765370989,0.862185437060071,0.9423887208160062,0.9044696637841996,0.9033102154636589,0.9062407400498499,0.9220508235835653,0.9221681545384854,0.8609391467950581,0.93324603512161,0.9352512509344683,0.9203998393123597,0.9433909572323289,0.9383579083057948,0.920863177679837,0.9550130459715177,0.9504474436128596,0.9394535531095163,0.9352647043858732,0.93511675774465,0.8051893095293778,0.8496092162301497,0.9068745948111632,0.9216991861060861,0.8986377220047501,0.8927039224231478,0.9246614906081233,0.9074651678156744,0.909428691832281,0.9080433792945057,0.9219553167396061,0.8731269552955296,0.9333989268949889,0.9514946060498068,0.9540625742904337,0.9642394839467857,0.945983483647845,0.9525570770766566,0.9699402485226604,0.9711968213571816,0.9624059522534748,0.9479501392438524
1_org_2,0.905081919600901,0.9741114200827641,0.9999999999999992,0.9896546868435677,0.9945146718905045,0.9860039818588264,0.988412221617955,0.929759872997986,0.9845311541008679,0.9938859617949124,0.965060754456672,0.7551335712320244,0.8796149036202398,0.9390010723197332,0.8918454959606683,0.8968794301000943,0.9440839615621235,0.9017964121607892,0.9132084225145214,0.96214811256137,0.767641032510573,0.8789206282980399,0.8269082758519609,0.9391414559031556,0.9137729345338231,0.8653493684835423,0.8727764287182803,0.9428401621407834,0.9140365108212625,0.9004073827707463,0.9003808660384134,0.9409470889974361,0.9138425495399777,0.9564687749769892,0.9606632904935887,0.9455430453456872,0.9477336304160727,0.9580747536273891,0.9492581309579328,0.949590929632146,0.9614041123934683,0.9635815990229999,0.9588330193166593,0.9590413366519467,0.9572724192212113,0.9600896130051408,0.947275017979414,0.9059176495019958,0.6886413431148481,0.84805857994734,0.9600083454251825,0.9214379773056735,0.8305254797697029,0.9567390235877246,0.9722539032020391,0.9137699324924343,0.9620968141952583,0.967560183043319,0.9735038071063924,0.9322957515050695,0.794896000245724,0.8985748313940585,0.9124286534691914,0.9108443002304948,0.9183520566627796,0.8568801495609311,0.8880051541157753,0.9282844281027047,0.8794010011909353,0.8237481888600703,0.7799421950132909,0.8690221401523205,0.8993820508538337,0.8923919484361303,0.933165452728813,0.918736046167598,0.92056069654378,0.9241657321188874,0.9495386141070906,0.9051739581389916,0.9573428234599408,0.9520098037588032,0.9517777230509704,0.25846856812217384,0.7603448375700691,0.7846977018411494,0.6890684078171447,0.7539581377315252,0.8201860590233301,0.8349870811136002,0.746424328492208,0.7185900922641331,0.7669055609339397,0.8244875790980971,0.8713873695109686,0.8306052689896188,0.8388118504709782,0.8469622859037234,0.8408896238436706,0.8732853934490064,0.8624507607157483,0.9050152260614616,0.8756638194820431,0.8713144255053801,0.8808792143171895,0.8971974196795027,0.8988663873914491,0.8142707132444401,0.9120472617876525,0.9176114548736923,0.8992982161206385,0.9275186883748923,0.9506479946739481,0.9296709500575333,0.9421728434387134,0.9402409408460768,0.9239261704225975,0.9314840605208947,0.9205233465983554,0.7904309544944806,0.8608850066079922,0.935546729289099,0.9628166980143468,0.9247701561766932,0.9040307340398562,0.9568782893290184,0.9417819149117977,0.9409333291889157,0.9436512870800504,0.9631120346244318,0.8923628839798184,0.9258855223432106,0.9496234107397079,0.9722705749950256,0.9651546610824946,0.9476207974938514,0.9724756790198664,0.9789673196825173,0.9729444479529674,0.9775396345251763,0.9547210051011695
1_org_3,0.8994703147569887,0.9700348621648845,0.9896546868435677,0.9999999999999999,0.9868110128866443,0.9884042825912165,0.9887607290800168,0.9331807524310031,0.9847767574012947,0.9853865960747102,0.9582791522999536,0.756921917446431,0.880684313478723,0.9384119932670817,0.8958462884850347,0.9051326926327367,0.949834813664075,0.9051306196527297,0.9170044096086091,0.9532120481754912,0.7800769802187066,0.8814286248057197,0.8347567087111886,0.9474086234650474,0.9141904921917523,0.8701754570892625,0.8832341664901362,0.9412843521083545,0.9182719508972146,0.901597511027172,0.9069837765918065,0.9430783599083786,0.9191999953700261,0.9536211363545228,0.9553483453414507,0.939377439803302,0.9496363813221628,0.9573619454757395,0.9511601920455431,0.9564248379093371,0.9603523202582023,0.9659658141944213,0.9511621049847786,0.9434425100534636,0.9503144130164463,0.9500220924874249,0.9320115921115703,0.8973373910675807,0.6966116370343721,0.8590331865781725,0.9624254372884524,0.9157177379748087,0.8549777246939686,0.9607681598435861,0.9627024421533897,0.921684479140496,0.9609919906077823,0.9604392541956692,0.9596281937276582,0.9384261389182103,0.8023542870345501,0.8971267782628477,0.9158342489067443,0.9145540342205735,0.918531053733505,0.8558986785594686,0.893137704205938,0.9328559479751968,0.8763494334616768,0.8292893415990537,0.7895316849890313,0.8493378175125101,0.8772466982895147,0.8751761639000409,0.9118369505416043,0.8990562144748958,0.9012571441571733,0.9080132605514322,0.9291725029484448,0.892441060753025,0.9430737008083995,0.9276762298678565,0.9315329487138169,0.30995035846796004,0.7833516618425919,0.8071583277800353,0.7293576563465315,0.7783188061192237,0.8179602319388434,0.838832626423373,0.7609245003515679,0.7447437355099523,0.7575059295723142,0.8006537141309419,0.8420280425544271,0.8013290409744858,0.8151363436718864,0.8177006261422162,0.8245589822027548,0.8427980717918693,0.8449836220292065,0.9064268922471186,0.8717781634220246,0.8644348424769116,0.8758922850741093,0.8936322020386149,0.8927751546253851,0.8219365372671439,0.924520921958401,0.9205296075189073,0.9039214594518284,0.9326718392677638,0.9554612567586281,0.9324894366287443,0.9431042377602121,0.9443587769760793,0.9280271260094246,0.9388355919070607,0.9290083530515645,0.8037026253320492,0.8627767228539122,0.9313667271504614,0.9531576679961805,0.9235724363329362,0.9014009527024646,0.9541033365852497,0.9352834197986019,0.9330859811626544,0.9360867630989722,0.9591058809083961,0.9012734844965609,0.9340262846999908,0.9331073341601231,0.9646400723030303,0.951041646375744,0.9350643238378022,0.9635607544609113,0.9657307497229464,0.9607833237918622,0.9683635869427477,0.9556503135318172
1_org_4,0.917095942004547,0.9884973708715752,0.9945146718905045,0.9868110128866443,0.9999999999999997,0.9751981163997138,0.9791254836567903,0.9359559628052301,0.9811382192830421,0.9829206928515932,0.961665249606229,0.7743521036549681,0.8835426153267074,0.9426310154325053,0.895577597655071,0.8951357694788182,0.9472304256544777,0.9134448645122857,0.9253411090854343,0.9648176018019866,0.7930698571649657,0.8755514674881514,0.845707635998952,0.9498707962000942,0.9004681556623212,0.8653929397964805,0.8834236764090143,0.9420562344917526,0.9240185582527892,0.8923804861276546,0.8919309720886068,0.940658630640724,0.9018781138841008,0.9466069753898251,0.9541080135396938,0.935058713640645,0.9394858303031085,0.9525314028392374,0.9480915310841562,0.9552079578378405,0.9558276440657495,0.9656548010305147,0.9544745908736947,0.9522523824377039,0.9545176326208978,0.9575809775805123,0.9473603474836926,0.9152524557209677,0.7135080572204013,0.866255264769934,0.9666972548705788,0.9348870514968917,0.8548364627963926,0.9653734721955322,0.9745911202965898,0.9278111232342664,0.9676851578428277,0.9720941452868926,0.974608744845285,0.943833943227467,0.8158481086747797,0.8975705781960003,0.9107316228401819,0.9092872224016953,0.9197318213379294,0.8691888376594528,0.891976182264877,0.9271601296181865,0.8784458869605914,0.830911842208121,0.794489578682414,0.8730762915255941,0.8976767396065674,0.8897003600681047,0.9270583473006901,0.921698360053778,0.9129872970996825,0.9181906708959591,0.9419765667183126,0.9137887198276302,0.9558001541744913,0.9454295163859952,0.9520183114674096,0.29922172677766423,0.7693910927229581,0.7916803704571103,0.7028215646461282,0.7617197425946679,0.8305545316089713,0.8430979766837932,0.7529028340351294,0.7354972896652755,0.7898882455261991,0.8243861337993709,0.8712662576574873,0.8289077752208937,0.837732216071964,0.845982205298921,0.8419246038341784,0.8706459872309018,0.8725491379069509,0.9200039101555907,0.8874519186052092,0.8875365734061973,0.8960173459053983,0.9112528660058413,0.9082665012955436,0.835919545914203,0.9203062831220609,0.9243582506350807,0.911533420572217,0.9378989050717697,0.9466827759557627,0.9247355641864976,0.947013760621832,0.9433940370240572,0.9295165153520931,0.9335278385628692,0.928126844876644,0.8019877599941309,0.8595556435035665,0.9276524576590697,0.9492100256552864,0.9179615826699856,0.9029880216032046,0.9471932225938712,0.9314218076483535,0.9329413264919989,0.9336882495826155,0.950791612727444,0.8907473779337862,0.9295440112108634,0.9481182773461343,0.9646922324651629,0.9679315195044903,0.9449931647929745,0.9658349918119908,0.9782750623951102,0.9731642999903496,0.9719060294165052,0.9524166579224416
1_org_5,0.9012967264119462,0.9494771321527937,0.9860039818588264,0.9884042825912165,0.9751981163997138,1.0000000000000002,0.990025553976604,0.9229292623332832,0.9832593852754901,0.9881401351604722,0.952050630703838,0.7741280176167568,0.9023083631390325,0.9487000137736542,0.917327936956542,0.9303574938656293,0.9575651441963213,0.9114414160195281,0.9208755053383954,0.9589914245063279,0.7518692526137631,0.9191425843687863,0.8475383827779575,0.9385915409883941,0.9527371592606331,0.9076058870226367,0.903293104209886,0.9649397406565371,0.9292132940124291,0.9384444605508924,0.941712173088003,0.9518895022871562,0.9476830996536124,0.9689512498815074,0.9634505274566011,0.9599754454687205,0.9650297134456277,0.9684995448435648,0.9702949859441314,0.9555392864765044,0.9688539004419694,0.9652376593038241,0.940819796570814,0.9369310609533059,0.9428837364258396,0.9426675630984089,0.916692211547667,0.8704965021389256,0.6752129116063584,0.8400138348055374,0.9477222594901286,0.8888213092634837,0.8255370082329537,0.9443831942290445,0.9513279719417175,0.9050100837722713,0.9346186224694725,0.935861430495349,0.9477889065250634,0.9176100841637624,0.8120172508795006,0.9251785058105036,0.94103593577173,0.9388872353960811,0.9412425108171332,0.8767675530615319,0.9168567627378749,0.9495143794985452,0.904179711445395,0.8576784833060106,0.8090034012770815,0.8797627773736431,0.9112017064820858,0.9094159793636423,0.9338677641614679,0.9236399363412287,0.932094138850492,0.9392383584668631,0.9488935601802402,0.9085494545094439,0.9531243491794889,0.9377900115188221,0.932575004471141,0.2730052007741499,0.8107465607053648,0.8327279110458057,0.7444816514687468,0.8077562614981216,0.846558765523049,0.8681999401670507,0.7982426600400452,0.7632357400005598,0.7659242712266845,0.8273134863476188,0.8680169635623451,0.8339442943144996,0.8465712172675662,0.8494806263882115,0.8565193577747103,0.8712125105160454,0.8568135580156451,0.904016798977638,0.8859834676114511,0.8753002465351963,0.8859499911069253,0.9027114321448237,0.9074150863633016,0.8212335207428355,0.9161628858178423,0.9271981170714813,0.910104436980297,0.9312770218233575,0.9684726480938922,0.9552096276845452,0.9448243563987252,0.9484377035124826,0.9355952120443035,0.9394894114952674,0.9180604085659468,0.8146393164957795,0.8900984342207826,0.9582447163638591,0.9762009794159017,0.9493105411323585,0.926804901628104,0.9775637876558955,0.9627773607025069,0.9614257633328963,0.9657058731500227,0.9799468988043623,0.9113172845132902,0.9455903523802234,0.9469987009504873,0.9738148824017789,0.9559521466711715,0.951178921143041,0.9748228433652076,0.964332384986641,0.9605403539804606,0.9746795586079154,0.9571922825771532
1_org_6,0.8885168637650477,0.9596155301220773,0.988412221617955,0.9887607290800168,0.9791254836567903,0.990025553976604,0.9999999999999994,0.9353582081208708,0.9863195333518012,0.991374629935083,0.9547153694083323,0.7343625108378063,0.8629917446023403,0.924641158220744,0.8816219653340247,0.8891724109374366,0.9325189464413217,0.8907714471736045,0.9024353659872697,0.9459534628955721,0.7483161942027712,0.8934516906612412,0.8171731112090603,0.9340958278976357,0.9300371072104956,0.8764254789796477,0.8733576159453038,0.9478942707041669,0.9197519684727594,0.9141968732506521,0.9171228762386991,0.9309618457463452,0.9100533472504058,0.949334464027064,0.9494420817177068,0.9367473740920553,0.93995061699956,0.9518815190248165,0.9495202320511037,0.9440629373082605,0.9528319080765858,0.953150681649713,0.9654464493384478,0.9618138365900658,0.9644700688892534,0.9655059941137689,0.9453760027603169,0.899321706988848,0.6923531288334369,0.8497205932503974,0.9571974141574038,0.9111022296532748,0.8336055387666192,0.9515791265421096,0.9652679140971774,0.9148028549387229,0.954705906124415,0.9579547298122362,0.9623905838861794,0.927850016351756,0.7842835849213786,0.8929889409376289,0.9114484566946445,0.9083419290076832,0.913978491298333,0.8479997301111792,0.8851827257685504,0.9255151745867368,0.8712034346530597,0.8175284335668541,0.7694256469218619,0.8543181030504002,0.8890111081497506,0.8834491556555492,0.9180234498869118,0.9043794426919082,0.9138439935418275,0.9175362007990974,0.9375625929177622,0.8900454842719706,0.9447628850956127,0.9373746819561207,0.9339309964239484,0.25040865874656215,0.7611782021216724,0.7841815802613087,0.6928275102081773,0.7561860734569662,0.813084329777626,0.8325704274113509,0.746034285874526,0.7156904461432134,0.7333771791656735,0.795260353539403,0.8439499653780286,0.8030672552102925,0.8153723193469644,0.8203154496860497,0.8194318023064231,0.8462353635643983,0.8303225711249649,0.8954033904706749,0.8666048230703592,0.8588660340218509,0.8656833095596087,0.8831303299730554,0.8904631215708283,0.8026893053237627,0.9061828279251394,0.9130750927613053,0.8904015681503366,0.9196100283919072,0.9502680522271718,0.9332648702438314,0.9402800771741032,0.9395253731309376,0.9200747434320504,0.9269252097621082,0.9100449251512813,0.7795411756479474,0.8497444135078485,0.928378574930161,0.9565643044632046,0.9216092251225623,0.895364129269656,0.9540560643552917,0.9372324571888901,0.9367264618193386,0.9418118583872305,0.9599456426840615,0.8860933143840681,0.9265254034845631,0.9430605815117834,0.967979172816263,0.9526919239675389,0.9422719972080538,0.9653845116954006,0.9654035755383843,0.965077326766926,0.9728200854251681,0.9539306925716641
1_org_7,0.797569764046374,0.928413027748024,0.929759872997986,0.9331807524310031,0.9359559628052301,0.9229292623332832,0.9353582081208708,0.9999999999999996,0.9697080017039499,0.9267892257297509,0.9254996751931387,0.7809249897903896,0.8480894154407266,0.9166603897120624,0.8654827757795861,0.8425894986875306,0.9115514994924985,0.9179747161287256,0.9178203892007268,0.9139776270503298,0.8534306032178639,0.8440934505796706,0.836530755483773,0.9476838341296637,0.8544319220317674,0.8387446916834891,0.8549555509807144,0.9113588915332578,0.9430122873297874,0.8432051657922115,0.8488499017558812,0.8800102872047354,0.8100473403515421,0.8465972071019308,0.8539041113682178,0.8263285366572092,0.8417972943839559,0.8646867545304431,0.902231673705714,0.9127950878856202,0.8763354300972713,0.8953012351825738,0.942112598965772,0.942041965551737,0.9548887647939284,0.9554628398462836,0.9504955576964607,0.9457930055952157,0.8819244803753965,0.955981986784647,0.9679979825366879,0.9588034816732615,0.9357266265340561,0.9686936263791629,0.9506024564252347,0.9792884673619687,0.9501748450595925,0.9367966899937941,0.940513394277383,0.9604234462854211,0.8552919352787721,0.8297322889473868,0.844851150170259,0.8354456235087434,0.8617291225228167,0.8746805450705845,0.8349486982133754,0.8436430480591115,0.7825273495288928,0.7579568959954224,0.7245585091428478,0.8396314537323626,0.8514598412809258,0.8314682954319188,0.825251099367096,0.8602746193338318,0.8361063135458544,0.848033091118579,0.8506534669129919,0.8720421528365163,0.8666642778724235,0.8328529637118507,0.8542978551017195,0.40316338199298096,0.7137006934982242,0.7277670969016041,0.6494612595348709,0.7099787783826742,0.782465942832147,0.7938773050309584,0.6832956496679439,0.7085434122017775,0.7417321324826788,0.692605846267405,0.7644102499661826,0.7100187504937043,0.71783010940801,0.7344392159988155,0.732437887071558,0.7600062678483861,0.7823214838740764,0.8502164764667942,0.8329968762875164,0.8629358934395446,0.8532510533955764,0.855149646368218,0.8560929115608561,0.8122203587086976,0.8592110836039343,0.8804677175854748,0.8837222411387128,0.8954706165432287,0.916591495547935,0.8766139278448942,0.8833734667697054,0.8715419217211147,0.8794206421573136,0.8622678894938337,0.855314445284901,0.7974288940744306,0.7722495094365087,0.8539410972479355,0.876645797557091,0.8434740999603343,0.8225885427317563,0.8869620420987255,0.8687049756661781,0.8710566352702008,0.8559892530788468,0.8873650846955258,0.8376718707386667,0.8839540181701259,0.882815240400287,0.8843615253961987,0.9097299584393194,0.8802731152385926,0.8867500431654058,0.9143551158181287,0.9350711866788035,0.9149667677421579,0.9031722134109926
1_org_8,0.8711074577150957,0.9646468726727404,0.9845311541008679,0.9847767574012947,0.9811382192830421,0.9832593852754901,0.9863195333518012,0.9697080017039499,1.0,0.9850390668800193,0.9533477757951184,0.7751896703856067,0.8859880027582273,0.9481303960423008,0.9002262960317532,0.9000443754384805,0.9531441320841816,0.9239421522809319,0.931013340637195,0.9586148390651982,0.7933135051705448,0.8940952026598196,0.8495855158492717,0.9572589953168735,0.9207910727118279,0.8832985007037013,0.8909926195826106,0.9537733038013436,0.9449056063631648,0.9076486543585762,0.9095518697813789,0.9348728272672749,0.8994736838452057,0.9353457694229238,0.9383482695467129,0.9203262455174728,0.9302533349078752,0.9435959871629809,0.9532680780574845,0.9556645880900065,0.9496684897707751,0.953279103335429,0.9669022994932959,0.9644881445840774,0.9724137796439128,0.9712830226647517,0.9548643750167538,0.9205745451708314,0.7672606270362298,0.9014024591811727,0.9784986412614711,0.9391545626553205,0.8833619369555978,0.977030134570243,0.9760636896036697,0.9538768889495006,0.9669357445373835,0.9643577874314528,0.9711830757925296,0.9516741545159403,0.8319018488730047,0.8955111619868323,0.9115250627326774,0.9061843882306052,0.9170008302070137,0.8808116250409135,0.8906909865325549,0.9175088993485276,0.8613902104335892,0.8158975996028837,0.7696520997737643,0.8706928291179028,0.8975706505149464,0.8885562420561788,0.9070343504700138,0.9094514997382961,0.9079241079275213,0.9152636741749961,0.9270903756058066,0.9034441287475306,0.9353419757056357,0.9166891293494044,0.9209453095806899,0.3054245571844098,0.768258358771372,0.7890681764677513,0.6976359291756822,0.7615840497971895,0.8254799703009263,0.8427734375062266,0.7468717130631721,0.7326918220982666,0.7598670651595026,0.7805982452232066,0.8357741393771934,0.7901757176100714,0.8026518514774542,0.8090596886106793,0.8105919636141181,0.8371118158839554,0.8336046260784475,0.8981205301756648,0.8778817516189473,0.8775928790008193,0.8807391120490509,0.8937679020610337,0.8992534774249958,0.8219205894518365,0.9101416158236307,0.9224399364816611,0.9081629544808977,0.9292087050292348,0.9588769707652192,0.9335973332750253,0.936722685446783,0.9327406029756383,0.9276456730273371,0.9244560837751307,0.9068137476766784,0.7993426184964927,0.8426640327744143,0.9220386706628891,0.9488114382754085,0.9117585999212573,0.8899160664778403,0.9508579364713389,0.9332545915870295,0.9352970028541064,0.9308193835811934,0.9547613219481035,0.8795648094020972,0.9319095584799103,0.9371188759121417,0.9555678834529407,0.9574333770370829,0.9386095255542711,0.9561484396774893,0.9661430456481347,0.9716723167388409,0.9699621386918834,0.9498806820757679
1_org_9,0.8878784897627623,0.9554304697483164,0.9938859617949124,0.9853865960747102,0.9829206928515932,0.9881401351604722,0.991374629935083,0.9267892257297509,0.9850390668800193,1.0000000000000002,0.9569123097109637,0.7327839896397114,0.8690534042998564,0.9277859810744425,0.8786933909551043,0.8871766224801405,0.9366632378206751,0.8874739757069369,0.8985116589620529,0.9546300301642,0.7397679851591497,0.8834239309935693,0.8117702631412052,0.9268019615524216,0.9234043133319847,0.8669607699272807,0.8660025249537853,0.9425659795077573,0.909369911736974,0.9061930570443467,0.9067221925788822,0.9383216927311183,0.9161167836890731,0.9582441206765321,0.9610812456239352,0.9462602052556512,0.9476434501546681,0.9591265307303994,0.9473311073670635,0.9459479758548814,0.9628608284849793,0.9594678803267747,0.9574852328598858,0.9585195476766639,0.9549837624967985,0.9578985089165316,0.9408919519614292,0.8891669797896856,0.6769172339326928,0.8329720540281291,0.9502718631714234,0.9065754500303763,0.8123451771186994,0.9469731212284863,0.9661575232739035,0.9051014855677048,0.9519495729630292,0.9571369346823065,0.96556585994312,0.9171697701705778,0.7708857874776087,0.8903083066631118,0.9065010729325713,0.9039491829173906,0.9085562429590011,0.840948249740933,0.8789616460105875,0.9202948504939368,0.8693238006301658,0.8084175292783621,0.7571389988624628,0.8675523424927473,0.9015005499577787,0.8938570408109495,0.9291974037318739,0.9125037382822977,0.9200469814869888,0.9256818223732388,0.9478474182655972,0.8928862517715263,0.9502659957738788,0.9457104549112852,0.9373633244518818,0.22791298647829525,0.7505444930683643,0.7764263442579343,0.6767737073327215,0.7468235915597301,0.8195861008878651,0.8352557601659741,0.74140960446061,0.7036322900254034,0.7432137508104386,0.8130447702206071,0.8623389112334658,0.8213817738638751,0.8295465641751633,0.8367544897165196,0.8314914741310276,0.8656836303519009,0.8451709946162413,0.8875402561609611,0.8622067444012005,0.8535111844515985,0.8639204195768362,0.8807222773380652,0.8851952642630596,0.7907503542069434,0.8932537237890255,0.904366358679144,0.8828776000918276,0.9106318861907571,0.9451361133882824,0.9257269277091663,0.9282780316272851,0.9274711650124455,0.9121026659815458,0.9172560535647645,0.8992797651470487,0.7710178481711285,0.8520555321030069,0.9339846995659197,0.9684860114874112,0.9244433704016537,0.8979605680376227,0.959226877194768,0.9456891371652083,0.9446308920044943,0.9479463587254131,0.9690204938441119,0.8862295657418665,0.916465964760753,0.9433405088197155,0.9715690539695019,0.9602979939876396,0.9408908664758715,0.9697661020795891,0.9751589269585712,0.966045243420495,0.9760166584851075,0.9496400350841222
